invoice_id,order_id,line_id,invoice_date,qty_billed,unit_price_billed,amount
INV900136,SO500620,2,2024-01-05,100,14.4724,1447.24
INV900137,SO500431,6,2024-01-05,500,3.3908,1695.4
INV900138,SO500466,10,2024-01-05,40,35.1552,1406.21
INV900139,SO500462,14,2024-01-05,750,2.9856,2239.2
INV900140,SO500016,7,2024-01-05,180,57.5946,10367.03
INV900141,SO500900,4,2024-01-06,200,12.0681,2413.62
INV900142,SO500612,15,2024-01-06,1500,3.3756,5063.4
INV900143,SO500431,10,2024-01-06,450,12.887,5799.15
INV900144,SO500431,18,2024-01-06,1000,3.0478,3047.8
INV900145,SO500010,15,2024-01-06,3000,0.6566,1969.8
INV900146,SO500460,19,2024-01-06,3000,0.4128,1238.4
INV900147,SO500620,6,2024-01-06,300,8.2159,2464.77
INV900148,SO500010,6,2024-01-06,3500,1.0584,3704.4
INV900149,SO500008,10,2024-01-06,3000,0.2744,823.2
INV900150,SO500900,3,2024-01-06,400,19.9485,7979.4
INV900151,SO500612,2,2024-01-06,500,3.0167,1508.35
INV900152,SO500429,19,2024-01-06,3500,0.4214,1474.9
INV900153,SO500620,5,2024-01-06,350,10.0007,3500.24
INV900154,SO500462,12,2024-01-06,750,3.6864,2764.8
INV900155,SO500158,7,2024-01-06,3000,0.5044,1513.2
INV900156,SO500760,17,2024-01-07,1500,0.9999,1499.85
INV900157,SO500300,2,2024-01-07,550,8.2159,4518.74
INV900158,SO500020,3,2024-01-07,250,14.6216,3655.4
INV900159,SO500431,9,2024-01-07,150,6.076,911.4
INV900160,SO500431,14,2024-01-07,500,11.5248,5762.4
INV900161,SO500872,1,2024-01-07,10,37.224,372.24
INV900162,SO500608,4,2024-01-07,3000,0.2425,727.5
INV900163,SO500308,12,2024-01-07,4000,0.392,1568.0
INV900164,SO500012,20,2024-01-07,1250,3.3908,4238.5
INV900165,SO500284,14,2024-01-08,500,1.9303,965.15
INV900166,SO500284,7,2024-01-08,1050,11.4072,11977.56
INV900167,SO500015,8,2024-01-08,60,49.6762,2980.57
INV900168,SO500296,5,2024-01-08,60,40.0513,2403.08
INV900169,SO500011,12,2024-01-08,500,11.2798,5639.9
INV900170,SO500299,2,2024-01-08,550,8.2159,4518.74
INV900171,SO500284,6,2024-01-08,1500,3.7248,5587.2
INV900172,SO500572,2,2024-01-08,450,19.344,8704.8
INV900173,SO500761,17,2024-01-08,500,3.4452,1722.6
INV900174,SO500158,9,2024-01-08,3000,0.1746,523.8
INV900175,SO500284,15,2024-01-08,500,3.3562,1678.1
INV900176,SO500611,2,2024-01-09,1000,3.0167,3016.7
INV900177,SO500465,10,2024-01-09,40,35.1552,1406.21
INV900178,SO500157,12,2024-01-09,3000,0.2425,727.5
INV900179,SO500615,4,2024-01-09,40,48.3448,1933.79
INV900180,SO500011,14,2024-01-09,750,1.9502,1462.65
INV900181,SO500461,10,2024-01-09,500,3.3216,1660.8
INV900182,SO500428,11,2024-01-09,2000,0.9898,1979.6
INV900183,SO500282,8,2024-01-09,3500,1.0476,3666.6
INV900184,SO500619,5,2024-01-09,350,10.0007,3500.24
INV900185,SO500284,1,2024-01-09,750,1.5617,1171.28
INV900186,SO500019,1,2024-01-09,300,8.3006,2490.18
INV900187,SO500461,20,2024-01-09,500,1.9104,955.2
INV900188,SO500900,2,2024-01-09,150,14.7708,2215.62
INV900189,SO500572,3,2024-01-09,150,14.3232,2148.48
INV900190,SO500282,7,2024-01-09,1500,0.873,1309.5
INV900191,SO500761,19,2024-01-09,500,3.6828,1841.4
INV900192,SO500619,6,2024-01-09,300,8.2159,2464.77
INV900193,SO500572,7,2024-01-09,300,8.1312,2439.36
INV900194,SO500615,7,2024-01-09,40,36.472,1458.88
INV900195,SO500284,17,2024-01-09,1500,3.6084,5412.6
INV900196,SO500465,11,2024-01-09,150,56.4192,8462.88
INV900197,SO500019,2,2024-01-09,600,19.747,11848.2
INV900198,SO500899,3,2024-01-09,400,19.9485,7979.4
INV900199,SO500431,17,2024-01-10,450,12.4068,5583.06
INV900200,SO500757,18,2024-01-10,1000,0.5247,524.7
INV900201,SO500611,10,2024-01-10,400,12.7555,5102.2
INV900202,SO500284,13,2024-01-10,1750,3.3756,5907.3
INV900203,SO500761,1,2024-01-10,50,6.138,306.9
INV900204,SO500759,17,2024-01-10,1500,0.9999,1499.85
INV900205,SO500431,13,2024-01-10,100,11.466,1146.6
INV900206,SO500307,12,2024-01-10,4000,0.392,1568.0
INV900207,SO500465,6,2024-01-10,80,47.8464,3827.71
INV900208,SO500430,8,2024-01-10,1000,3.7632,3763.2
INV900209,SO500461,8,2024-01-10,700,12.1536,8507.52
INV900210,SO500011,20,2024-01-10,1250,3.3908,4238.5
INV900211,SO500871,1,2024-01-10,30,37.224,1116.72
INV900212,SO500009,19,2024-01-10,2000,0.9898,1979.6
INV900213,SO500461,9,2024-01-10,150,5.952,892.8
INV900214,SO500457,6,2024-01-10,2000,0.1728,345.6
INV900215,SO500619,3,2024-01-10,250,8.6621,2165.52
INV900216,SO500429,13,2024-01-10,2000,1.0584,2116.8
INV900217,SO500282,2,2024-01-10,4000,0.4171,1668.4
INV900218,SO500428,19,2024-01-10,3500,0.4214,1474.9
INV900219,SO500457,24,2024-01-10,4000,0.384,1536.0
INV900220,SO500011,6,2024-01-10,1000,3.7632,3763.2
INV900221,SO500615,6,2024-01-10,70,35.5214,2486.5
INV900222,SO500428,15,2024-01-10,2000,0.98,1960.0
INV900223,SO500619,1,2024-01-10,300,13.8807,4164.21
INV900224,SO500299,5,2024-01-10,700,10.0007,7000.49
INV900225,SO500157,7,2024-01-10,3000,0.5044,1513.2
INV900226,SO500157,9,2024-01-10,1000,0.1746,174.6
INV900227,SO500761,13,2024-01-10,500,3.4254,1712.7
INV900228,SO500007,12,2024-01-10,4000,0.5194,2077.6
INV900229,SO500611,16,2024-01-10,250,11.1647,2791.18
INV900230,SO500011,9,2024-01-10,400,11.466,4586.4
INV900231,SO500609,16,2024-01-10,2500,0.873,2182.5
INV900232,SO500299,4,2024-01-10,550,19.5455,10750.02
INV900233,SO500430,17,2024-01-10,450,12.4068,5583.06
INV900234,SO500307,11,2024-01-10,3000,0.5194,1558.2
INV900235,SO500428,25,2024-01-10,2500,0.882,2205.0
INV900236,SO500459,13,2024-01-10,2000,0.4416,883.2
INV900237,SO500447,1,2024-01-10,200,14.6216,2924.32
INV900238,SO500899,4,2024-01-10,100,12.0681,1206.81
INV900239,SO500759,24,2024-01-10,1000,0.4257,425.7
INV900240,SO500612,2,2024-01-10,500,3.0167,1508.35
INV900241,SO500157,26,2024-01-10,3000,0.5141,1542.3
INV900242,SO500572,4,2024-01-10,200,11.7024,2340.48
INV900243,SO500434,2,2024-01-10,40,36.848,1473.92
INV900244,SO500011,7,2024-01-10,1750,3.6456,6379.8
INV900245,SO500428,13,2024-01-10,2000,1.0584,2116.8
INV900246,SO500430,18,2024-01-10,1000,3.0478,3047.8
INV900247,SO500759,19,2024-01-10,1500,0.6633,994.95
INV900248,SO500284,11,2024-01-11,400,11.349,4539.6
INV900249,SO500430,13,2024-01-11,200,11.466,2293.2
INV900250,SO500012,4,2024-01-11,1250,3.4104,4263.0
INV900251,SO500871,6,2024-01-11,60,52.2324,3133.94
INV900252,SO500299,1,2024-01-11,200,14.4724,2894.48
INV900253,SO500015,7,2024-01-11,180,57.5946,10367.03
INV900254,SO500761,18,2024-01-11,100,11.583,1158.3
INV900255,SO500011,13,2024-01-11,800,12.887,10309.6
INV900256,SO500611,18,2024-01-11,350,11.349,3972.15
INV900257,SO500019,3,2024-01-11,250,14.6216,3655.4
INV900258,SO500461,5,2024-01-11,400,11.2896,4515.84
INV900259,SO500282,16,2024-01-11,4000,0.6499,2599.6
INV900260,SO500295,6,2024-01-11,100,51.1772,5117.72
INV900261,SO500019,4,2024-01-11,550,14.0238,7713.09
INV900262,SO500611,15,2024-01-11,1500,3.3756,5063.4
INV900263,SO500607,7,2024-01-11,1000,0.5141,514.1
INV900264,SO500871,2,2024-01-11,30,40.8771,1226.31
INV900265,SO500009,23,2024-01-11,3000,0.882,2646.0
INV900266,SO500761,8,2024-01-11,350,11.6424,4074.84
INV900267,SO500607,4,2024-01-11,3000,0.2425,727.5
INV900268,SO500619,2,2024-01-11,100,14.4724,1447.24
INV900269,SO500011,2,2024-01-11,1500,1.5778,2366.7
INV900270,SO500015,10,2024-01-11,140,35.8876,5024.26
INV900271,SO500307,1,2024-01-11,1000,0.441,441.0
INV900272,SO500871,9,2024-01-11,80,58.1823,4654.58
INV900273,SO500761,7,2024-01-11,500,3.8016,1900.8
INV900274,SO500461,12,2024-01-12,750,3.6864,2764.8
INV900275,SO500611,3,2024-01-12,100,6.014,601.4
INV900276,SO500761,15,2024-01-12,150,11.3949,1709.24
INV900277,SO500282,22,2024-01-12,1500,0.4462,669.3
INV900278,SO500430,4,2024-01-12,750,3.4104,2557.8
INV900279,SO500611,11,2024-01-12,500,1.5617,780.85
INV900280,SO500430,11,2024-01-12,250,8.0948,2023.7
INV900281,SO500020,4,2024-01-12,250,14.0238,3505.95
INV900282,SO500609,17,2024-01-12,3000,0.6499,1949.7
INV900283,SO500761,6,2024-01-12,250,1.9701,492.52
INV900284,SO500447,5,2024-01-12,350,8.3006,2905.21
INV900285,SO500461,13,2024-01-12,1000,3.3408,3340.8
INV900286,SO500609,13,2024-01-12,500,1.0476,523.8
INV900287,SO500607,3,2024-01-12,5000,0.419,2095.0
INV900288,SO500447,3,2024-01-12,350,10.1038,3536.33
INV900289,SO500609,2,2024-01-12,1500,0.4462,669.3
INV900290,SO500011,17,2024-01-12,800,11.5248,9219.84
INV900291,SO500759,9,2024-01-12,1500,0.891,1336.5
INV900292,SO500015,4,2024-01-12,130,51.7048,6721.62
INV900293,SO500308,11,2024-01-12,3000,0.5194,1558.2
INV900294,SO500430,10,2024-01-12,450,12.887,5799.15
INV900295,SO500611,6,2024-01-12,500,12.2802,6140.1
INV900296,SO500157,16,2024-01-12,5000,0.2716,1358.0
INV900297,SO500007,10,2024-01-12,3000,0.2744,823.2
INV900298,SO500282,11,2024-01-12,3000,0.97,2910.0
INV900299,SO500461,4,2024-01-12,350,11.232,3931.2
INV900300,SO500757,19,2024-01-12,2000,0.2475,495.0
INV900301,SO500871,4,2024-01-12,20,50.1831,1003.66
INV900302,SO500457,13,2024-01-12,3000,0.2688,806.4
INV900303,SO500430,6,2024-01-12,500,3.3908,1695.4
INV900304,SO500009,15,2024-01-12,3000,0.6566,1969.8
INV900305,SO500572,1,2024-01-12,150,13.7376,2060.64
INV900306,SO500007,26,2024-01-12,3000,0.5096,1528.8
INV900307,SO500009,6,2024-01-13,3500,1.0584,3704.4
INV900308,SO500447,4,2024-01-13,200,11.9462,2389.24
INV900309,SO500011,4,2024-01-13,1250,3.4104,4263.0
INV900310,SO500459,19,2024-01-13,3000,0.4128,1238.4
INV900311,SO500447,2,2024-01-13,450,8.7514,3938.13
INV900312,SO500572,5,2024-01-13,400,9.8976,3959.04
INV900313,SO500459,14,2024-01-13,2500,0.864,2160.0
INV900314,SO500759,5,2024-01-13,1000,0.4554,455.4
INV900315,SO500019,5,2024-01-13,300,11.9462,3583.86
INV900316,SO500434,1,2024-01-13,40,57.5946,2303.78
INV900317,SO500430,14,2024-01-13,500,11.5248,5762.4
INV900318,SO500157,1,2024-01-13,3000,0.4365,1309.5
INV900319,SO500015,5,2024-01-13,80,36.848,2947.84
INV900320,SO500430,9,2024-01-13,150,6.076,911.4
INV900321,SO500609,23,2024-01-13,2500,0.97,2425.0
INV900322,SO500430,20,2024-01-13,500,1.9502,975.1
INV900323,SO500462,4,2024-01-13,350,11.232,3931.2
INV900324,SO500007,6,2024-01-14,7000,0.392,2744.0
INV900325,SO500611,7,2024-01-14,500,3.6084,1804.2
INV900326,SO500430,16,2024-01-14,1000,3.6456,3645.6
INV900327,SO500757,6,2024-01-14,2000,0.396,792.0
INV900328,SO500461,15,2024-01-14,1000,1.5456,1545.6
INV900329,SO500299,3,2024-01-14,350,8.6621,3031.74
INV900330,SO500757,24,2024-01-14,2000,0.4455,891.0
INV900331,SO500899,1,2024-01-14,350,10.2069,3572.41
INV900332,SO500307,7,2024-01-14,2000,0.2744,548.8
INV900333,SO500461,14,2024-01-14,750,2.9856,2239.2
INV900334,SO500572,6,2024-01-14,450,8.5728,3857.76
INV900335,SO500619,4,2024-01-14,350,11.8243,4138.5
INV900336,SO500299,6,2024-01-14,750,13.8807,10410.52
INV900337,SO500306,11,2024-01-15,3000,0.5194,1558.2
INV900338,SO500571,2,2024-01-15,750,19.344,14508.0
INV900339,SO500298,3,2024-01-15,200,8.6621,1732.42
INV900340,SO500607,4,2024-01-15,3000,0.2425,727.5
INV900341,SO500308,19,2024-01-15,2000,0.98,1960.0
INV900342,SO500010,14,2024-01-15,500,11.2798,5639.9
INV900343,SO500446,3,2024-01-15,350,10.1038,3536.33
INV900344,SO500610,3,2024-01-15,1000,3.0167,3016.7
INV900345,SO500294,9,2024-01-16,60,36.472,2188.32
INV900346,SO500760,7,2024-01-16,250,1.9701,492.52
INV900347,SO500158,21,2024-01-16,4000,0.6499,2599.6
INV900348,SO500758,10,2024-01-16,1500,0.891,1336.5
INV900349,SO500429,10,2024-01-16,450,12.887,5799.15
INV900350,SO500308,15,2024-01-16,1000,0.9898,989.8
INV900351,SO500018,3,2024-01-16,250,14.6216,3655.4
INV900352,SO500609,7,2024-01-16,3500,0.4171,1459.85
INV900353,SO500010,8,2024-01-16,1750,3.6456,6379.8
INV900354,SO500308,29,2024-01-16,2500,0.882,2205.0
INV900355,SO500608,20,2024-01-16,3000,0.6499,1949.7
INV900356,SO500294,6,2024-01-16,100,51.1772,5117.72
INV900357,SO500571,3,2024-01-16,150,14.3232,2148.48
INV900358,SO500870,9,2024-01-16,80,58.1823,4654.58
INV900359,SO500446,5,2024-01-16,350,8.3006,2905.21
INV900360,SO500460,5,2024-01-16,400,11.2896,4515.84
INV900361,SO500464,11,2024-01-16,150,56.4192,8462.88
INV900362,SO500614,4,2024-01-16,40,48.3448,1933.79
INV900363,SO500283,15,2024-01-16,200,11.349,2269.8
INV900364,SO500571,4,2024-01-17,200,11.7024,2340.48
INV900365,SO500460,4,2024-01-17,350,11.232,3931.2
INV900366,SO500460,8,2024-01-17,700,12.1536,8507.52
INV900367,SO500008,22,2024-01-17,2000,0.9898,1979.6
INV900368,SO500460,10,2024-01-17,500,3.3216,1660.8
INV900369,SO500464,6,2024-01-17,80,47.8464,3827.71
INV900370,SO500283,1,2024-01-17,750,1.5617,1171.28
INV900371,SO500006,10,2024-01-17,3000,0.2744,823.2
INV900372,SO500018,4,2024-01-17,550,14.0238,7713.09
INV900373,SO500010,2,2024-01-17,1500,1.5778,2366.7
INV900374,SO500429,9,2024-01-17,150,6.076,911.4
INV900375,SO500458,15,2024-01-17,2000,0.4416,883.2
INV900376,SO500429,4,2024-01-17,1500,3.4104,5115.6
INV900377,SO500446,1,2024-01-17,200,14.6216,2924.32
INV900378,SO500756,6,2024-01-17,2000,0.396,792.0
INV900379,SO500460,15,2024-01-17,1000,3.3408,3340.8
INV900380,SO500433,2,2024-01-17,40,36.848,1473.92
INV900381,SO500460,16,2024-01-17,750,2.9856,2239.2
INV900382,SO500434,1,2024-01-17,40,57.5946,2303.78
INV900383,SO500464,8,2024-01-17,40,36.096,1443.84
INV900384,SO500295,9,2024-01-17,60,36.472,2188.32
INV900385,SO500760,8,2024-01-17,500,3.8016,1900.8
INV900386,SO500456,25,2024-01-17,2000,0.4992,998.4
INV900387,SO500756,24,2024-01-17,1000,0.4455,445.5
INV900388,SO500760,22,2024-01-17,500,3.4452,1722.6
INV900389,SO500572,2,2024-01-17,300,19.344,5803.2
INV900390,SO500429,17,2024-01-17,500,11.5248,5762.4
INV900391,SO500618,4,2024-01-17,350,10.6419,3724.66
INV900392,SO500606,28,2024-01-17,3000,0.4365,1309.5
INV900393,SO500018,5,2024-01-17,500,11.9462,5973.1
INV900394,SO500010,16,2024-01-17,800,12.887,10309.6
INV900395,SO500464,1,2024-01-17,60,50.6496,3038.98
INV900396,SO500010,7,2024-01-17,1000,3.7632,3763.2
INV900397,SO500298,1,2024-01-17,200,14.4724,2894.48
INV900398,SO500610,14,2024-01-17,500,1.5617,780.85
INV900399,SO500465,1,2024-01-17,60,50.6496,3038.98
INV900400,SO500756,18,2024-01-17,1000,0.5247,524.7
INV900401,SO500572,1,2024-01-17,150,13.7376,2060.64
INV900402,SO500308,23,2024-01-18,3500,0.4214,1474.9
INV900403,SO500014,4,2024-01-18,220,51.7048,11375.06
INV900404,SO500009,10,2024-01-18,6000,0.4214,2528.4
INV900405,SO500610,4,2024-01-18,100,6.014,601.4
INV900406,SO500429,22,2024-01-18,1000,3.0478,3047.8
INV900407,SO500429,21,2024-01-18,450,12.4068,5583.06
INV900408,SO500156,26,2024-01-18,3000,0.5141,1542.3
INV900409,SO500010,23,2024-01-18,1500,0.882,1323.0
INV900410,SO500298,5,2024-01-18,700,10.0007,7000.49
INV900411,SO500018,1,2024-01-18,150,8.3006,1245.09
INV900412,SO500298,4,2024-01-18,550,19.5455,10750.02
INV900413,SO500014,8,2024-01-18,60,49.6762,2980.57
INV900414,SO500156,12,2024-01-18,3000,0.2425,727.5
INV900415,SO500429,16,2024-01-18,200,11.466,2293.2
INV900416,SO500606,4,2024-01-18,3000,0.2425,727.5
INV900417,SO500010,11,2024-01-18,700,11.466,8026.2
INV900418,SO500433,4,2024-01-18,40,35.8876,1435.5
INV900419,SO500571,5,2024-01-18,400,9.8976,3959.04
INV900420,SO500608,2,2024-01-18,1500,0.4462,669.3
INV900421,SO500010,21,2024-01-18,450,11.5248,5186.16
INV900422,SO500614,6,2024-01-18,70,35.5214,2486.5
INV900423,SO500571,7,2024-01-18,300,8.1312,2439.36
INV900424,SO500306,1,2024-01-18,3000,0.441,1323.0
INV900425,SO500010,4,2024-01-18,1250,3.4104,4263.0
INV900426,SO500156,1,2024-01-18,3000,0.4365,1309.5
INV900427,SO500434,4,2024-01-18,40,35.8876,1435.5
INV900428,SO500006,26,2024-01-18,3000,0.5096,1528.8
INV900429,SO500308,17,2024-01-18,2000,1.0584,2116.8
INV900430,SO500018,2,2024-01-18,600,19.747,11848.2
INV900431,SO500610,8,2024-01-18,500,12.2802,6140.1
INV900432,SO500870,6,2024-01-18,60,52.2324,3133.94
INV900433,SO500446,2,2024-01-18,450,8.7514,3938.13
INV900434,SO500158,15,2024-01-18,3000,0.97,2910.0
INV900435,SO500610,20,2024-01-18,1500,3.3756,5063.4
INV900436,SO500612,6,2024-01-18,200,12.2802,2456.04
INV900437,SO500610,9,2024-01-18,500,3.6084,1804.2
INV900438,SO500008,7,2024-01-18,3500,1.0584,3704.4
INV900439,SO500429,6,2024-01-18,500,3.3908,1695.4
INV900440,SO500429,12,2024-01-18,250,8.0948,2023.7
INV900441,SO500760,25,2024-01-18,500,3.6828,1841.4
INV900442,SO500870,4,2024-01-18,20,50.1831,1003.66
INV900443,SO500870,2,2024-01-18,30,40.8771,1226.31
INV900444,SO500014,5,2024-01-18,80,36.848,2947.84
INV900445,SO500571,1,2024-01-18,300,13.7376,4121.28
INV900446,SO500298,2,2024-01-18,550,8.2159,4518.74
INV900447,SO500283,9,2024-01-18,1500,3.7248,5587.2
INV900448,SO500008,18,2024-01-18,5000,0.6566,3283.0
