shipment_id,order_id,line_id,ship_date,qty_shipped
SH700066,SO500060,1,2025-03-04,450
SH700067,SO500061,1,2025-03-14,200
SH700068,SO500061,1,2025-03-31,150
SH700069,SO500062,1,2025-03-20,350
SH700070,SO500063,1,2025-03-24,50
SH700071,SO500064,1,2025-04-04,350
SH700072,SO500065,1,2025-04-08,50
SH700073,SO500066,1,2025-04-14,150
SH700074,SO500067,1,2025-05-02,50
SH700075,SO500068,1,2025-05-08,250
SH700076,SO500069,1,2025-05-19,50
SH700077,SO500070,1,2025-05-28,600
SH700078,SO500071,1,2025-06-05,800
SH700079,SO500072,1,2025-07-04,1050
SH700080,SO500073,1,2025-06-17,1650
SH700081,SO500074,1,2025-06-25,400
SH700082,SO500075,1,2025-07-03,300
SH700083,SO500076,1,2025-07-10,150
SH700084,SO500076,1,2025-07-31,100
SH700085,SO500077,1,2025-07-14,750
SH700086,SO500078,1,2025-07-25,250
SH700087,SO500079,1,2025-07-30,200
SH700088,SO500080,1,2025-08-18,450
SH700089,SO500081,1,2025-08-27,450
SH700090,SO500081,1,2025-09-19,350
SH700091,SO500082,1,2025-10-23,900
SH700092,SO500083,1,2025-09-08,250
SH700093,SO500084,1,2025-10-16,250
SH700094,SO500085,1,2025-09-22,550
SH700095,SO500086,1,2026-01-12,650
SH700096,SO500087,1,2025-10-07,1200
SH700097,SO500088,1,2025-10-17,350
SH700098,SO500089,1,2025-11-26,850
SH700099,SO500090,1,2026-01-09,400
SH700100,SO500091,1,2026-01-20,400
SH700101,SO500092,1,2026-01-07,350
SH700102,SO500092,1,2026-01-29,250
SH700103,SO500093,1,2025-11-18,350
SH700104,SO500094,1,2026-01-09,600
SH700105,SO500095,1,2026-05-14,300
SH700106,SO500096,1,2026-06-18,350
SH700107,SO500097,1,2026-06-24,250
SH700108,SO500098,1,2026-05-22,150
SH700109,SO500098,1,2026-06-10,150
SH700110,SO500099,1,2026-06-12,400
SH700111,SO500001,2,2024-03-21,1500
SH700112,SO500002,2,2024-03-12,750
SH700113,SO500002,2,2024-03-28,750
SH700114,SO500003,2,2024-03-04,1500
SH700115,SO500004,2,2024-02-27,1500
SH700116,SO500005,2,2024-02-21,1500
SH700117,SO500006,2,2024-02-14,1500
SH700118,SO500007,2,2024-02-06,1500
SH700119,SO500008,2,2024-01-30,1500
SH700120,SO500009,2,2024-01-26,1500
SH700121,SO500010,2,2024-01-16,1500
SH700122,SO500011,2,2024-01-10,1500
SH700123,SO500012,2,2024-01-01,1500
SH700124,SO500021,2,2024-04-18,2750
SH700125,SO500119,1,2024-04-02,250
SH700126,SO500022,2,2024-04-09,750
SH700127,SO500023,2,2024-04-16,750
SH700128,SO500024,2,2024-04-25,500
SH700129,SO500025,2,2024-05-01,1000
SH700130,SO500026,2,2024-05-08,2750
SH700131,SO500027,2,2024-05-17,3250
SH700132,SO500028,2,2024-05-23,500
SH700133,SO500029,2,2024-05-28,4250
SH700134,SO500030,2,2024-06-07,2250
SH700135,SO500031,2,2024-06-17,4000
SH700136,SO500032,2,2024-06-19,2500
SH700137,SO500033,2,2024-06-28,2250
SH700138,SO500034,2,2024-07-02,1250
SH700139,SO500035,2,2024-07-10,4500
SH700140,SO500036,2,2024-07-18,3000
SH700141,SO500038,2,2024-07-29,3000
SH700142,SO500039,2,2024-08-06,250
SH700143,SO500039,2,2024-08-29,250
SH700144,SO500040,2,2024-08-13,1500
SH700145,SO500041,2,2024-08-20,3000
SH700146,SO500042,2,2024-08-27,1750
SH700147,SO500044,2,2024-09-10,250
SH700148,SO500044,2,2024-09-26,500
SH700149,SO500045,2,2024-09-18,2500
SH700150,SO500120,1,2024-09-25,1500
SH700151,SO500046,2,2024-10-01,500
SH700152,SO500047,2,2024-10-10,2750
SH700153,SO500049,2,2024-10-25,500
SH700154,SO500050,2,2024-11-01,1250
SH700155,SO500051,2,2024-11-08,1750
SH700156,SO500052,2,2024-11-12,500
SH700157,SO500053,2,2024-12-10,2000
SH700158,SO500054,2,2024-11-26,1500
SH700159,SO500055,2,2024-12-05,500
SH700160,SO500056,2,2024-12-12,1500
SH700161,SO500057,2,2024-12-20,2250
SH700162,SO500058,2,2024-12-26,1750
SH700163,SO500059,2,2024-12-30,250
SH700164,SO500060,2,2025-01-06,2500
SH700165,SO500061,2,2025-01-17,750
SH700166,SO500062,2,2025-01-23,750
SH700167,SO500064,2,2025-02-07,1750
SH700168,SO500065,2,2025-02-12,1250
SH700169,SO500066,2,2025-02-19,1000
SH700170,SO500121,1,2025-02-24,2000
SH700171,SO500067,2,2025-03-05,1000
SH700172,SO500068,2,2025-03-14,2500
SH700173,SO500122,1,2025-03-19,1500
SH700174,SO500069,2,2025-03-25,1750
SH700175,SO500070,2,2025-04-01,750
SH700176,SO500071,2,2025-04-11,2000
SH700177,SO500072,2,2025-04-18,1750
SH700178,SO500072,2,2025-05-06,1250
SH700179,SO500073,2,2025-05-09,1500
SH700180,SO500076,2,2025-05-14,750
SH700181,SO500076,2,2025-06-06,750
SH700182,SO500077,2,2025-05-22,2250
SH700183,SO500078,2,2025-05-26,2250
SH700184,SO500079,2,2025-06-04,1750
SH700185,SO500123,1,2025-06-12,1000
SH700186,SO500124,1,2025-06-16,3500
SH700187,SO500080,2,2025-06-26,3000
SH700188,SO500081,2,2025-07-02,2250
SH700189,SO500082,2,2025-07-09,1750
SH700190,SO500082,2,2025-07-25,1500
SH700191,SO500083,2,2025-07-14,1250
SH700192,SO500084,2,2025-07-22,3000
SH700193,SO500085,2,2025-07-28,2250
SH700194,SO500086,2,2025-08-07,2250
SH700195,SO500087,2,2025-08-12,1750
SH700196,SO500087,2,2025-09-04,1500
SH700197,SO500088,2,2025-08-27,2000
SH700198,SO500089,2,2025-08-25,5250
SH700199,SO500090,2,2025-09-05,1500
SH700200,SO500091,2,2025-09-12,1750
SH700201,SO500092,2,2025-09-17,2000
SH700202,SO500093,2,2025-09-24,750
SH700203,SO500094,2,2025-09-29,1250
SH700204,SO500125,1,2025-10-09,1000
SH700205,SO500126,1,2025-10-14,3000
SH700206,SO500127,1,2025-10-27,1250
SH700207,SO500127,1,2025-11-17,1000
SH700208,SO500128,1,2025-11-06,3750
SH700209,SO500129,1,2025-11-14,3250
SH700210,SO500130,1,2025-11-21,3000
SH700211,SO500131,1,2025-11-25,3750
SH700212,SO500132,1,2025-12-08,250
SH700213,SO500133,1,2025-12-17,1000
SH700214,SO500134,1,2025-12-24,750
SH700215,SO500135,1,2026-01-16,1750
SH700216,SO500135,1,2026-01-21,1250
SH700217,SO500136,1,2026-01-22,250
SH700218,SO500137,1,2026-01-29,3000
SH700219,SO500095,2,2026-02-03,1500
SH700220,SO500096,2,2026-02-11,2000
SH700221,SO500097,2,2026-02-19,1500
SH700222,SO500098,2,2026-02-27,2250
SH700223,SO500138,1,2026-03-06,3000
SH700224,SO500099,2,2026-03-11,1750
SH700225,SO500100,2,2026-03-18,2000
SH700226,SO500139,1,2026-03-26,2000
SH700227,SO500140,1,2026-03-31,1000
SH700228,SO500101,2,2026-04-09,1500
SH700229,SO500102,2,2026-04-14,3000
SH700230,SO500141,1,2026-04-22,2500
SH700231,SO500103,2,2026-05-01,1250
SH700232,SO500104,2,2026-05-04,1750
SH700233,SO500142,1,2026-05-13,2250
SH700234,SO500105,2,2026-05-22,3250
SH700235,SO500106,2,2026-05-27,3250
SH700236,SO500143,1,2026-06-03,1750
SH700237,SO500144,1,2026-06-12,1000
SH700238,SO500108,2,2026-06-23,1750
SH700239,SO500001,3,2024-05-17,350
SH700240,SO500001,3,2024-06-04,250
SH700241,SO500002,3,2024-05-06,600
SH700242,SO500003,3,2024-04-30,600
SH700243,SO500004,3,2024-04-23,600
SH700244,SO500005,3,2024-04-18,350
SH700245,SO500005,3,2024-04-29,250
SH700246,SO500006,3,2024-04-12,600
SH700247,SO500007,3,2024-04-01,600
SH700248,SO500008,3,2024-03-28,600
SH700249,SO500009,3,2024-03-22,600
SH700250,SO500010,3,2024-03-13,600
SH700251,SO500011,3,2024-03-06,600
SH700252,SO500012,3,2024-02-28,600
SH700253,SO500013,2,2024-02-22,600
SH700254,SO500014,2,2024-02-16,600
SH700255,SO500015,2,2024-02-06,600
SH700256,SO500016,2,2024-02-02,600
SH700257,SO500017,2,2024-01-26,600
SH700258,SO500018,2,2024-01-18,600
SH700259,SO500019,2,2024-01-09,600
SH700260,SO500020,2,2024-01-02,600
SH700261,SO500021,3,2024-05-22,550
SH700262,SO500119,2,2024-05-30,650
SH700263,SO500022,3,2024-06-06,1950
SH700264,SO500024,3,2024-06-21,500
SH700265,SO500025,3,2024-06-28,100
SH700266,SO500025,3,2024-07-01,100
SH700267,SO500026,3,2024-07-05,500
SH700268,SO500026,3,2024-07-19,350
SH700269,SO500027,3,2024-07-11,650
SH700270,SO500028,3,2024-07-17,800
SH700271,SO500028,3,2024-07-24,600
SH700272,SO500029,3,2024-07-22,1250
SH700273,SO500031,3,2024-08-08,1750
SH700274,SO500033,3,2024-08-20,1100
SH700275,SO500033,3,2024-09-04,800
SH700276,SO500034,3,2024-08-26,900
SH700277,SO500035,3,2024-09-06,900
SH700278,SO500035,3,2024-09-11,600
SH700279,SO500036,3,2024-09-11,100
SH700280,SO500037,2,2024-09-23,100
SH700281,SO500038,3,2024-09-25,950
SH700282,SO500039,3,2024-10-02,500
SH700283,SO500040,3,2024-10-10,1050
SH700284,SO500040,3,2024-10-18,750
SH700285,SO500041,3,2024-10-17,850
SH700286,SO500043,2,2024-10-31,950
SH700287,SO500044,3,2024-11-05,1300
SH700288,SO500045,3,2024-11-15,1100
SH700289,SO500120,2,2024-11-18,50
SH700290,SO500046,3,2024-11-29,1100
SH700291,SO500048,2,2024-12-09,250
SH700292,SO500049,3,2024-12-19,700
SH700293,SO500050,3,2024-12-25,300
SH700294,SO500051,3,2025-01-07,650
SH700295,SO500052,3,2025-01-21,1400
SH700296,SO500053,3,2025-01-13,1100
SH700297,SO500054,3,2025-01-23,100
SH700298,SO500055,3,2025-01-28,1200
SH700299,SO500056,3,2025-02-03,1050
SH700300,SO500057,3,2025-02-14,1400
SH700301,SO500058,3,2025-02-19,350
SH700302,SO500059,3,2025-02-28,300
SH700303,SO500059,3,2025-03-18,200
SH700304,SO500061,3,2025-03-14,200
SH700305,SO500062,3,2025-03-18,100
SH700306,SO500063,2,2025-03-24,1150
SH700307,SO500064,3,2025-04-03,100
SH700308,SO500065,3,2025-04-08,1750
SH700309,SO500066,3,2025-04-16,250
SH700310,SO500121,2,2025-04-23,400
SH700311,SO500121,2,2025-05-05,300
SH700312,SO500067,3,2025-05-02,2200
SH700313,SO500068,3,2025-05-06,1150
SH700314,SO500122,2,2025-05-15,1000
SH700315,SO500069,3,2025-05-19,300
SH700316,SO500069,3,2025-06-10,250
SH700317,SO500070,3,2025-05-27,700
SH700318,SO500072,3,2025-06-10,450
SH700319,SO500072,3,2025-06-19,300
SH700320,SO500073,3,2025-06-17,850
SH700321,SO500076,3,2025-07-11,1300
SH700322,SO500077,3,2025-07-17,800
SH700323,SO500078,3,2025-08-08,200
SH700324,SO500079,3,2025-08-01,1500
SH700325,SO500123,2,2025-11-21,1550
SH700326,SO500124,2,2025-11-17,700
SH700327,SO500080,3,2025-09-17,1550
SH700328,SO500081,3,2025-11-26,250
SH700329,SO500082,3,2025-12-19,350
SH700330,SO500083,3,2025-09-11,900
SH700331,SO500084,3,2025-09-16,2550
SH700332,SO500085,3,2025-09-23,300
SH700333,SO500086,3,2025-12-25,1350
SH700334,SO500087,3,2025-10-10,1100
SH700335,SO500088,3,2025-10-16,1350
SH700336,SO500089,3,2025-10-22,950
SH700337,SO500089,3,2025-10-27,650
SH700338,SO500090,3,2025-10-29,2100
SH700339,SO500091,3,2026-02-17,950
SH700340,SO500147,1,2026-05-27,150
SH700341,SO500148,1,2026-05-07,300
SH700342,SO500135,2,2026-03-12,1000
SH700343,SO500136,2,2026-06-22,350
SH700344,SO500096,3,2026-04-10,450
SH700345,SO500139,2,2026-06-16,550
SH700346,SO500101,3,2026-06-02,300
SH700347,SO500101,3,2026-06-08,250
SH700348,SO500141,2,2026-06-15,450
SH700349,SO500001,4,2024-03-22,750
SH700350,SO500001,4,2024-04-04,500
SH700351,SO500002,4,2024-03-12,1250
SH700352,SO500003,4,2024-03-29,1250
SH700353,SO500004,4,2024-03-01,1250
SH700354,SO500005,4,2024-02-23,1250
SH700355,SO500006,4,2024-02-16,750
SH700356,SO500006,4,2024-02-26,500
SH700357,SO500007,4,2024-02-13,1250
SH700358,SO500008,4,2024-02-01,1250
SH700359,SO500009,4,2024-01-25,1250
SH700360,SO500010,4,2024-01-17,1250
SH700361,SO500011,4,2024-01-11,1250
SH700362,SO500012,4,2024-01-09,1250
SH700363,SO500021,4,2024-03-27,1000
SH700364,SO500119,3,2024-04-05,1000
SH700365,SO500022,4,2024-04-09,2250
SH700366,SO500023,3,2024-04-16,750
SH700367,SO500025,4,2024-05-02,1000
SH700368,SO500026,4,2024-05-10,750
SH700369,SO500027,4,2024-05-17,1250
SH700370,SO500028,4,2024-05-23,1500
SH700371,SO500029,4,2024-05-30,1500
SH700372,SO500030,3,2024-06-03,1250
SH700373,SO500031,4,2024-06-11,750
SH700374,SO500032,3,2024-06-19,1250
SH700375,SO500032,3,2024-07-03,1000
SH700376,SO500033,4,2024-06-26,2000
SH700377,SO500034,4,2024-07-02,1500
SH700378,SO500035,4,2024-07-09,750
SH700379,SO500036,4,2024-07-17,2250
SH700380,SO500037,3,2024-07-26,2750
SH700381,SO500038,4,2024-08-23,1250
SH700382,SO500039,4,2024-08-05,1000
SH700383,SO500040,4,2024-08-16,2750
SH700384,SO500042,3,2024-08-27,2250
SH700385,SO500043,3,2024-09-20,1750
SH700386,SO500044,4,2024-09-12,250
SH700387,SO500045,4,2024-09-17,250
SH700388,SO500045,4,2024-09-25,250
SH700389,SO500120,3,2024-09-25,1500
SH700390,SO500046,4,2024-09-30,2000
SH700391,SO500047,3,2024-10-07,1500
SH700392,SO500048,3,2024-10-18,2000
SH700393,SO500049,4,2024-10-24,2000
SH700394,SO500050,4,2024-10-28,2000
SH700395,SO500051,4,2024-11-07,1500
SH700396,SO500052,4,2024-11-15,750
SH700397,SO500053,4,2024-11-20,250
SH700398,SO500054,4,2024-11-28,1750
SH700399,SO500055,4,2024-12-04,750
SH700400,SO500058,4,2024-12-27,250
SH700401,SO500059,4,2025-01-02,2750
SH700402,SO500060,3,2025-01-06,500
SH700403,SO500061,4,2025-01-13,1000
SH700404,SO500062,4,2025-01-20,1000
SH700405,SO500062,4,2025-02-05,750
SH700406,SO500063,3,2025-01-28,2250
SH700407,SO500064,4,2025-02-06,1750
SH700408,SO500065,4,2025-02-11,1000
SH700409,SO500066,4,2025-02-20,2250
SH700410,SO500068,4,2025-03-12,1250
SH700411,SO500122,3,2025-03-17,2000
SH700412,SO500070,4,2025-04-01,2000
SH700413,SO500071,3,2025-04-10,2500
SH700414,SO500072,4,2025-04-14,3000
SH700415,SO500073,4,2025-04-25,2250
SH700416,SO500074,2,2025-04-29,1250
SH700417,SO500074,2,2025-05-19,1000
SH700418,SO500075,2,2025-05-05,3250
SH700419,SO500077,4,2025-05-20,2500
SH700420,SO500078,4,2025-05-26,1000
SH700421,SO500079,4,2025-06-02,1000
SH700422,SO500123,3,2025-06-10,250
SH700423,SO500124,3,2025-06-19,1500
SH700424,SO500080,4,2025-06-26,1000
SH700425,SO500081,4,2025-06-30,750
SH700426,SO500082,4,2025-07-30,3750
SH700427,SO500083,4,2025-07-15,1000
SH700428,SO500084,4,2025-07-23,2500
SH700429,SO500085,4,2025-07-31,2250
SH700430,SO500086,4,2025-08-08,1250
SH700431,SO500087,4,2025-08-11,3000
SH700432,SO500088,4,2025-08-18,3250
SH700433,SO500089,4,2025-08-28,4500
SH700434,SO500090,4,2025-09-04,750
SH700435,SO500091,4,2025-09-09,1500
SH700436,SO500092,3,2025-09-15,2250
SH700437,SO500093,3,2025-09-22,2000
SH700438,SO500094,3,2025-10-03,1750
SH700439,SO500125,2,2025-10-08,750
SH700440,SO500126,2,2025-10-17,1500
SH700441,SO500127,2,2025-10-27,250
SH700442,SO500128,2,2025-11-05,1750
SH700443,SO500129,2,2025-11-12,1750
SH700444,SO500130,2,2025-11-19,250
SH700445,SO500131,2,2025-11-25,250
SH700446,SO500149,1,2025-12-03,250
SH700447,SO500133,2,2025-12-15,750
SH700448,SO500134,2,2025-12-23,1250
SH700449,SO500147,2,2025-12-30,250
SH700450,SO500135,3,2026-01-13,1000
SH700451,SO500136,3,2026-01-20,1750
SH700452,SO500137,2,2026-01-30,3250
SH700453,SO500095,4,2026-02-03,2500
SH700454,SO500096,4,2026-02-09,2000
SH700455,SO500097,3,2026-02-17,1000
SH700456,SO500098,3,2026-02-23,1750
SH700457,SO500138,2,2026-03-03,1750
SH700458,SO500099,3,2026-03-11,2250
SH700459,SO500100,3,2026-03-17,1000
SH700460,SO500139,3,2026-03-27,750
SH700461,SO500101,4,2026-04-07,1250
SH700462,SO500102,3,2026-04-15,2500
SH700463,SO500141,3,2026-04-23,1750
SH700464,SO500103,4,2026-04-27,3000
SH700465,SO500104,4,2026-05-08,750
SH700466,SO500142,3,2026-05-12,2500
SH700467,SO500105,3,2026-05-19,1750
SH700468,SO500106,4,2026-06-05,2750
SH700469,SO500143,3,2026-06-01,1750
SH700470,SO500144,3,2026-06-11,1500
SH700471,SO500107,3,2026-06-17,1750
SH700472,SO500107,3,2026-06-23,1250
SH700473,SO500108,3,2026-06-22,1000
SH700474,SO500001,5,2024-05-17,250
SH700475,SO500002,5,2024-05-08,250
SH700476,SO500003,5,2024-05-03,250
SH700477,SO500004,5,2024-04-22,250
SH700478,SO500005,5,2024-04-16,250
SH700479,SO500006,5,2024-04-12,150
SH700480,SO500006,5,2024-04-29,100
SH700481,SO500007,5,2024-04-04,150
SH700482,SO500007,5,2024-04-24,100
SH700483,SO500008,5,2024-03-27,250
SH700484,SO500009,5,2024-03-22,250
SH700485,SO500010,5,2024-03-15,250
SH700486,SO500011,5,2024-03-05,150
SH700487,SO500011,5,2024-03-29,100
SH700488,SO500012,5,2024-02-28,250
SH700489,SO500013,3,2024-02-21,250
SH700490,SO500014,3,2024-02-13,250
SH700491,SO500015,3,2024-02-09,250
SH700492,SO500016,3,2024-02-01,250
SH700493,SO500017,3,2024-01-22,150
SH700494,SO500017,3,2024-02-13,100
SH700495,SO500018,3,2024-01-16,250
SH700496,SO500019,3,2024-01-11,250
SH700497,SO500020,3,2024-01-05,250
SH700498,SO500021,5,2024-05-22,300
SH700499,SO500119,4,2024-05-27,200
SH700500,SO500022,5,2024-06-06,150
SH700501,SO500023,4,2024-06-13,250
SH700502,SO500024,4,2024-06-17,350
SH700503,SO500025,5,2024-06-25,200
SH700504,SO500026,5,2024-07-02,650
SH700505,SO500027,5,2024-07-11,300
SH700506,SO500028,5,2024-07-17,400
SH700507,SO500029,5,2024-07-22,150
SH700508,SO500030,4,2024-07-30,500
SH700509,SO500031,5,2024-08-09,150
SH700510,SO500031,5,2024-08-28,150
SH700511,SO500032,4,2024-08-13,150
SH700512,SO500033,5,2024-08-22,150
SH700513,SO500033,5,2024-09-06,100
SH700514,SO500034,5,2024-08-28,750
SH700515,SO500035,5,2024-09-04,300
SH700516,SO500036,5,2024-09-13,100
SH700517,SO500037,4,2024-09-19,400
SH700518,SO500038,5,2024-09-27,300
SH700519,SO500039,5,2024-10-10,550
SH700520,SO500040,5,2024-10-08,600
SH700521,SO500041,4,2024-10-15,650
SH700522,SO500043,4,2024-11-01,200
SH700523,SO500044,5,2024-11-07,400
SH700524,SO500045,5,2024-11-14,350
SH700525,SO500120,4,2024-11-22,150
SH700526,SO500046,5,2024-11-28,50
SH700527,SO500047,4,2024-12-03,450
SH700528,SO500048,4,2024-12-12,200
SH700529,SO500048,4,2024-12-26,150
SH700530,SO500049,5,2024-12-17,650
SH700531,SO500050,5,2024-12-24,250
SH700532,SO500051,5,2025-01-09,600
SH700533,SO500052,5,2025-01-06,50
SH700534,SO500053,5,2025-01-14,650
SH700535,SO500054,5,2025-01-22,450
SH700536,SO500055,5,2025-01-28,200
SH700537,SO500056,4,2025-02-06,200
SH700538,SO500060,4,2025-03-04,400
SH700539,SO500061,5,2025-03-11,250
SH700540,SO500065,5,2025-04-10,300
SH700541,SO500066,5,2025-04-15,200
SH700542,SO500121,3,2025-04-23,100
SH700543,SO500067,4,2025-05-01,50
SH700544,SO500068,5,2025-05-06,150
SH700545,SO500122,4,2025-05-16,300
SH700546,SO500069,4,2025-05-19,450
SH700547,SO500070,5,2025-05-27,650
SH700548,SO500071,4,2025-06-05,150
SH700549,SO500072,5,2025-06-12,500
SH700550,SO500073,5,2025-06-25,800
SH700551,SO500074,3,2025-06-23,200
SH700552,SO500074,3,2025-07-02,200
SH700553,SO500075,3,2025-06-30,250
SH700554,SO500076,4,2025-07-10,850
SH700555,SO500077,5,2025-07-18,350
SH700556,SO500078,5,2025-07-23,500
SH700557,SO500079,5,2025-08-01,750
SH700558,SO500123,4,2025-11-19,400
SH700559,SO500124,4,2025-08-12,350
SH700560,SO500080,5,2025-08-18,600
SH700561,SO500081,5,2025-10-03,850
SH700562,SO500082,5,2025-10-13,100
SH700563,SO500083,5,2025-11-14,500
SH700564,SO500084,5,2026-01-02,250
SH700565,SO500085,5,2025-11-06,600
SH700566,SO500086,5,2025-10-01,250
SH700567,SO500087,5,2025-10-10,650
SH700568,SO500088,5,2025-11-26,500
SH700569,SO500090,5,2026-01-19,500
SH700570,SO500090,5,2026-01-28,350
SH700571,SO500091,5,2025-11-03,1100
SH700572,SO500092,4,2025-12-31,700
SH700573,SO500093,4,2025-11-21,700
SH700574,SO500094,4,2026-01-13,150
SH700575,SO500102,4,2026-06-10,300
SH700576,SO500103,5,2026-06-26,50
SH700577,SO500001,6,2024-02-21,7000
SH700578,SO500002,6,2024-02-13,7000
SH700579,SO500003,6,2024-02-07,7000
SH700580,SO500004,6,2024-01-30,7000
SH700581,SO500005,6,2024-01-24,7000
SH700582,SO500006,6,2024-01-19,7000
SH700583,SO500007,6,2024-01-12,7000
SH700584,SO500008,6,2024-01-04,7000
SH700585,SO500021,6,2024-02-29,1000
SH700586,SO500119,5,2024-03-07,6000
SH700587,SO500022,6,2024-03-12,12000
SH700588,SO500023,5,2024-03-21,6000
SH700589,SO500024,5,2024-04-02,8000
SH700590,SO500025,6,2024-04-02,6000
SH700591,SO500026,6,2024-04-08,3000
SH700592,SO500027,6,2024-04-17,4000
SH700593,SO500028,6,2024-04-23,6000
SH700594,SO500029,6,2024-05-03,3000
SH700595,SO500030,5,2024-05-08,5000
SH700596,SO500031,6,2024-05-16,4000
SH700597,SO500032,5,2024-05-24,8000
SH700598,SO500033,6,2024-05-27,4000
SH700599,SO500034,6,2024-06-05,12000
SH700600,SO500035,6,2024-06-11,7000
SH700601,SO500036,6,2024-06-20,17000
SH700602,SO500037,5,2024-06-27,12000
SH700603,SO500038,6,2024-07-01,12000
SH700604,SO500039,6,2024-07-08,8000
SH700605,SO500040,6,2024-07-19,8000
SH700606,SO500041,5,2024-07-26,7000
SH700607,SO500042,4,2024-07-29,3000
SH700608,SO500042,4,2024-08-13,3000
SH700609,SO500043,5,2024-08-09,8000
SH700610,SO500044,6,2024-08-16,2000
SH700611,SO500045,6,2024-08-19,3000
SH700612,SO500046,6,2024-09-04,1000
SH700613,SO500047,5,2024-09-13,4000
SH700614,SO500048,5,2024-09-19,11000
SH700615,SO500049,6,2024-09-27,3000
SH700616,SO500050,6,2024-10-01,3000
SH700617,SO500051,6,2024-10-07,16000
SH700618,SO500052,6,2024-10-18,6000
SH700619,SO500053,6,2024-10-23,6000
SH700620,SO500053,6,2024-11-08,5000
SH700621,SO500054,6,2024-10-31,13000
SH700622,SO500055,6,2024-11-04,11000
SH700623,SO500057,4,2024-11-20,7000
SH700624,SO500058,5,2024-11-28,2000
SH700625,SO500058,5,2024-12-13,2000
SH700626,SO500059,5,2024-12-04,10000
SH700627,SO500060,5,2024-12-09,3000
SH700628,SO500061,6,2024-12-20,1000
SH700629,SO500062,5,2024-12-23,1000
SH700630,SO500064,5,2025-01-07,13000
SH700631,SO500065,6,2025-01-15,15000
SH700632,SO500066,6,2025-01-20,7000
SH700633,SO500068,6,2025-02-11,6000
SH700634,SO500122,5,2025-02-17,7000
SH700635,SO500069,5,2025-02-25,7000
SH700636,SO500070,6,2025-03-03,4000
SH700637,SO500071,5,2025-03-12,1000
SH700638,SO500071,5,2025-04-01,1000
SH700639,SO500072,6,2025-03-18,8000
SH700640,SO500073,6,2025-03-27,9000
SH700641,SO500074,4,2025-03-31,8000
SH700642,SO500075,4,2025-04-10,10000
SH700643,SO500076,5,2025-04-18,8000
SH700644,SO500077,6,2025-04-21,12000
SH700645,SO500078,6,2025-04-30,10000
SH700646,SO500079,6,2025-05-05,2000
SH700647,SO500123,5,2025-05-12,3000
SH700648,SO500124,5,2025-05-30,7000
SH700649,SO500080,6,2025-05-27,7000
