distributor_id,part_number,week_start,units_sold,resale_value
D01,IG-1010,2024-06-24,288.0,17207.440000000002
D01,IG-1010,2024-07-01,224.0,13289.1
D01,IG-1010,2024-07-08,280.0,17494.01
D01,IG-1010,2024-07-15,322.0,18702.05
D01,IG-1010,2024-07-22,261.0,16657.25
D01,IG-1010,2024-07-29,302.0,19374.91
D01,IG-1010,2024-08-05,265.0,16768.99
D01,IG-1010,2024-08-12,327.0,20224.620000000003
D01,IG-1010,2024-08-19,219.0,13253.230000000001
D01,IG-1010,2024-08-26,255.0,16008.84
D01,IG-1010,2024-09-02,281.0,17813.76
D01,IG-1010,2024-09-09,245.0,14268.12
D01,IG-1010,2024-09-16,298.0,19051.05
D01,IG-1010,2024-09-23,233.0,14760.15
D01,IG-1010,2024-09-30,338.0,19935.91
D01,IG-1010,2024-10-07,338.0,21822.18
D01,IG-1010,2024-10-14,255.0,15512.74
D01,IG-1010,2024-10-21,265.0,16356.51
D01,IG-1010,2024-10-28,290.0,17777.8
D01,IG-1010,2024-11-04,203.0,12254.96
D01,IG-1010,2024-11-11,198.0,12381.73
D01,IG-1010,2024-11-18,291.0,17726.36
D01,IG-1010,2024-11-25,252.0,15845.55
D01,IG-1010,2024-12-02,234.0,15075.98
D01,IG-1010,2024-12-09,243.0,15360.51
D01,IG-1010,2024-12-16,170.0,10920.2
D01,IG-1010,2024-12-23,238.0,15087.59
D01,IG-1010,2024-12-30,220.0,13015.54
D01,IG-1010,2025-01-06,285.0,17446.34
D01,IG-1010,2025-01-13,291.0,18667.52
D01,IG-1010,2025-01-20,276.0,17516.17
D01,IG-1010,2025-01-27,271.0,17130.440000000002
D01,IG-1010,2025-02-03,206.0,11981.64
D01,IG-1010,2025-02-10,286.0,17342.92
D01,IG-1010,2025-02-17,291.0,17440.58
D01,IG-1010,2025-02-24,323.0,19646.2
D01,IG-1010,2025-03-03,373.0,21825.059999999998
D01,IG-1010,2025-03-10,213.0,13717.529999999999
D01,IG-1010,2025-03-17,263.0,16790.91
D01,IG-1010,2025-03-24,252.0,15727.07
D01,IG-1010,2025-03-31,293.0,17955.65
D01,IG-1010,2025-04-07,289.0,17570.01
D01,IG-1010,2025-04-14,282.0,17180.8
D01,IG-1010,2025-04-21,344.0,21211.91
D01,IG-1010,2025-04-28,253.0,15983.78
D01,IG-1010,2025-05-05,257.0,16114.14
D01,IG-1010,2025-05-12,260.0,16100.52
D01,IG-1010,2025-05-19,289.0,16744.5
D01,IG-1010,2025-05-26,255.0,15942.36
D01,IG-1010,2025-06-02,306.0,19487.42
D01,IG-1010,2025-06-09,302.0,18272.69
D01,IG-1010,2025-06-16,276.0,16155.439999999999
D01,IG-1010,2025-06-23,354.0,20826.780000000002
D01,IG-1010,2025-06-30,308.0,18379.07
D01,IG-1010,2025-07-07,277.0,16451.97
D01,IG-1010,2025-07-14,226.0,13391.8
D01,IG-1010,2025-07-21,229.0,14062.34
D01,IG-1010,2025-07-28,209.0,12942.14
D01,IG-1010,2025-08-04,224.0,13927.560000000001
D01,IG-1010,2025-08-11,245.0,15527.35
D01,IG-1010,2025-08-18,204.0,12828.08
D01,IG-1010,2025-08-25,231.0,13830.779999999999
D01,IG-1010,2025-09-01,186.0,11857.09
D01,IG-1010,2025-09-08,231.0,13870.0
D01,IG-1010,2025-09-15,186.0,11076.75
D01,IG-1010,2025-09-22,227.0,14445.419999999998
D01,IG-1010,2025-09-29,198.0,12064.96
D01,IG-1010,2025-10-06,242.0,15334.32
D01,IG-1010,2025-10-13,160.0,9517.75
D01,IG-1010,2025-10-20,150.0,9202.71
D01,IG-1010,2025-10-27,168.0,9712.74
D01,IG-1010,2025-11-03,147.0,9370.96
D01,IG-1010,2025-11-10,145.0,8773.89
D01,IG-1010,2025-11-17,194.0,11416.88
D01,IG-1010,2025-11-24,175.0,10627.64
D01,IG-1010,2025-12-01,161.0,10266.16
D01,IG-1010,2025-12-08,162.0,9866.6
D01,IG-1010,2025-12-15,156.0,9456.21
D01,IG-1010,2025-12-22,217.0,13504.34
D01,IG-1010,2025-12-29,151.0,8885.42
D01,IG-1010,2026-01-05,137.0,8058.82
D01,IG-1010,2026-01-12,188.0,11810.25
D01,IG-1010,2026-01-19,161.0,9708.16
D01,IG-1010,2026-01-26,226.0,14385.67
D01,IG-1010,2026-02-02,154.0,9384.9
D01,IG-1010,2026-02-09,189.0,11280.46
D01,IG-1010,2026-02-16,195.0,12214.41
D01,IG-1010,2026-02-23,154.0,9879.51
D01,IG-1010,2026-03-02,149.0,8799.53
D01,IG-1010,2026-03-09,186.0,11113.73
D01,IG-1010,2026-03-16,181.0,11342.77
D01,IG-1010,2026-03-23,135.0,7962.49
D01,IG-1010,2026-03-30,140.0,8250.869999999999
D01,IG-1012,2024-01-01,207.0,14432.17
D01,IG-1012,2024-01-08,153.0,10448.08
D01,IG-1012,2024-01-15,177.0,12729.380000000001
D01,IG-1012,2024-01-22,215.0,15449.76
D01,IG-1012,2024-01-29,180.0,12293.44
D01,IG-1012,2024-02-05,166.0,11037.36
D01,IG-1012,2024-02-12,196.0,12745.33
D01,IG-1012,2024-02-19,174.0,12234.57
D01,IG-1012,2024-02-26,195.0,13722.81
D01,IG-1012,2024-03-04,177.0,12010.57
D01,IG-1012,2024-03-11,211.0,14284.939999999999
D01,IG-1012,2024-03-18,153.0,10235.57
D01,IG-1012,2024-03-25,164.0,11717.08
D01,IG-1012,2024-04-01,156.0,10123.150000000001
D01,IG-1012,2024-04-08,194.0,13199.04
D01,IG-1012,2024-04-15,157.0,10381.07
D01,IG-1012,2024-04-22,180.0,12342.69
D01,IG-1012,2024-04-29,171.0,11350.32
D01,IG-1012,2024-05-06,254.0,17162.11
D01,IG-1012,2024-05-13,177.0,12054.51
D01,IG-1012,2024-05-20,171.0,11205.56
D01,IG-1012,2024-05-27,216.0,14809.85
D01,IG-1012,2024-06-03,270.0,19415.58
D01,IG-1012,2024-06-10,207.0,13380.029999999999
D01,IG-1012,2024-06-17,210.0,14004.49
D01,IG-1012,2024-06-24,257.0,16935.45
D01,IG-1012,2024-07-01,241.0,15886.34
D01,IG-1012,2024-07-08,226.0,16231.3
D01,IG-1012,2024-07-15,194.0,12855.0
D01,IG-1012,2024-07-22,226.0,15394.52
D01,IG-1012,2024-07-29,172.0,12230.43
D01,IG-1012,2024-08-05,191.0,13683.93
D01,IG-1012,2024-08-12,259.0,17035.0
D01,IG-1012,2024-08-19,252.0,16421.44
D01,IG-1012,2024-08-26,221.0,15531.2
D01,IG-1012,2024-09-02,154.0,10704.95
D01,IG-1012,2024-09-09,170.0,11850.48
D01,IG-1012,2024-09-16,183.0,12456.25
D01,IG-1012,2024-09-23,196.0,13843.550000000001
D01,IG-1012,2024-09-30,166.0,11942.61
D01,IG-1012,2024-10-07,192.0,12749.550000000001
D01,IG-1012,2024-10-14,258.0,17022.72
D01,IG-1012,2024-10-21,209.0,14657.33
D01,IG-1012,2024-10-28,203.0,14065.76
D01,IG-1012,2024-11-04,168.0,10852.19
D01,IG-1012,2024-11-11,153.0,10597.18
D01,IG-1012,2024-11-18,163.0,11484.93
D01,IG-1012,2024-11-25,152.0,10074.94
D01,IG-1012,2024-12-02,198.0,13398.880000000001
D01,IG-1012,2024-12-09,208.0,13582.69
D01,IG-1012,2024-12-16,170.0,11015.35
D01,IG-1012,2024-12-23,203.0,13652.87
D01,IG-1012,2024-12-30,248.0,16160.24
D01,IG-1012,2025-01-06,269.0,19039.35
D01,IG-1012,2025-01-13,227.0,14744.45
D01,IG-1012,2025-01-20,199.0,14074.1
D01,IG-1012,2025-01-27,231.0,16034.42
D01,IG-1012,2025-02-03,256.0,17828.91
D01,IG-1012,2025-02-10,157.0,10651.42
D01,IG-1012,2025-02-17,268.0,17343.65
D01,IG-1012,2025-02-24,200.0,13867.210000000001
D01,IG-1012,2025-03-03,203.0,13421.65
D01,IG-1012,2025-03-10,211.0,14255.96
D01,IG-1012,2025-03-17,237.0,16808.81
D01,IG-1012,2025-03-24,193.0,13850.16
D01,IG-1012,2025-03-31,221.0,14420.91
D01,IG-1012,2025-04-07,253.0,16957.17
D01,IG-1012,2025-04-14,244.0,16018.33
D01,IG-1012,2025-04-21,253.0,16498.18
D01,IG-1012,2025-04-28,230.0,16104.78
D01,IG-1012,2025-05-05,270.0,17620.97
D01,IG-1012,2025-05-12,287.0,19872.989999999998
D01,IG-1012,2025-05-19,287.0,19290.02
D01,IG-1012,2025-05-26,265.0,18491.35
D01,IG-1012,2025-06-02,287.0,20513.870000000003
D01,IG-1012,2025-06-09,285.0,19087.42
D01,IG-1012,2025-06-16,375.0,24974.190000000002
D01,IG-1012,2025-06-23,302.0,20929.28
D01,IG-1012,2025-06-30,248.0,16659.32
D01,IG-1012,2025-07-07,167.0,11319.03
D01,IG-1012,2025-07-14,182.0,12186.92
D01,IG-1012,2025-07-21,177.0,11707.51
D01,IG-1012,2025-07-28,199.0,13360.74
D01,IG-1012,2025-08-04,163.0,11321.35
D01,IG-1012,2025-08-11,213.0,14553.99
D01,IG-1012,2025-08-18,143.0,10104.050000000001
D01,IG-1012,2025-08-25,135.0,9645.93
D01,IG-1012,2025-09-01,167.0,11346.82
D01,IG-1012,2025-09-08,147.0,10583.210000000001
D01,IG-1012,2025-09-15,136.0,8847.56
D01,IG-1012,2025-09-22,147.0,9770.48
D01,IG-1012,2025-09-29,142.0,9576.45
D01,IG-1012,2025-10-06,156.0,10766.949999999999
D01,IG-1012,2025-10-13,140.0,9597.77
D01,IG-1012,2025-10-20,139.0,9586.4
D01,IG-1012,2025-10-27,149.0,10596.42
D01,IG-1012,2025-11-03,171.0,11379.960000000001
D01,IG-1012,2025-11-10,181.0,12754.22
D01,IG-1012,2025-11-17,146.0,10046.97
D01,IG-1012,2025-11-24,146.0,9977.5
D01,IG-1012,2025-12-01,136.0,9095.26
D01,IG-1012,2025-12-08,149.0,9964.88
D01,IG-1012,2025-12-15,146.0,9846.9
D01,IG-1012,2025-12-22,167.0,11600.949999999999
D01,IG-1012,2025-12-29,103.0,7138.05
D01,IG-1012,2026-01-05,131.0,8869.82
D01,IG-1012,2026-01-12,142.0,9318.22
D01,IG-1012,2026-01-19,134.0,9654.21
D01,IG-1012,2026-01-26,117.0,7653.28
D01,IG-1012,2026-02-02,111.0,7766.16
D01,IG-1012,2026-02-09,152.0,10047.189999999999
D01,IG-1012,2026-02-16,120.0,8157.530000000001
D01,IG-1012,2026-02-23,103.0,7381.17
D01,IG-1012,2026-03-02,153.0,10132.15
D01,IG-1012,2026-03-09,144.0,9418.64
D01,IG-1012,2026-03-16,132.0,8742.58
D01,IG-1012,2026-03-23,117.0,8360.49
D01,IG-1012,2026-03-30,132.0,8682.66
D01,IG-1012,2026-04-06,161.0,11603.33
D01,IG-1012,2026-04-13,105.0,6966.52
D01,IG-1012,2026-04-20,107.0,7282.610000000001
D01,IG-1012,2026-04-27,124.0,8516.03
D01,IG-1012,2026-05-04,136.0,9798.31
D01,IG-1012,2026-05-11,128.0,8759.1
D01,IG-1012,2026-05-18,152.0,10707.89
D01,IG-1012,2026-05-25,163.0,10670.86
D01,IG-1012,2026-06-01,145.0,9554.27
D01,IG-1012,2026-06-08,151.0,10092.66
D01,IG-1012,2026-06-15,144.0,9896.009999999998
D01,IG-1012,2026-06-22,139.0,9784.85
D01,IG-1013,2024-01-01,51.0,2847.86
D01,IG-1013,2024-01-08,55.0,3166.97
D01,IG-1013,2024-01-15,52.0,3034.01
D01,IG-1013,2024-01-22,64.0,3613.27
D01,IG-1013,2024-01-29,56.0,3323.26
D01,IG-1013,2024-02-05,59.0,3452.9
D01,IG-1013,2024-02-12,46.0,2660.08
D01,IG-1013,2024-02-19,66.0,3947.59
D01,IG-1013,2024-02-26,53.0,3211.64
D01,IG-1013,2024-03-04,50.0,3097.9700000000003
D01,IG-1013,2024-03-11,76.0,4301.82
D01,IG-1013,2024-03-18,67.0,3890.65
D01,IG-1013,2024-03-25,71.0,3961.0599999999995
D01,IG-1013,2024-04-01,66.0,4030.5
D01,IG-1013,2024-04-08,62.0,3535.1
D01,IG-1013,2024-04-15,61.0,3449.9300000000003
D01,IG-1013,2024-04-22,72.0,4400.08
D01,IG-1013,2024-04-29,77.0,4752.59
D01,IG-1013,2024-05-06,65.0,3954.96
D01,IG-1013,2024-05-13,90.0,5282.59
D01,IG-1013,2024-05-20,64.0,3605.85
D01,IG-1013,2024-05-27,54.0,3097.79
D01,IG-1013,2024-06-03,52.0,2928.0
D01,IG-1013,2024-06-10,52.0,3117.02
D01,IG-1013,2024-06-17,64.0,3922.51
D01,IG-1013,2024-06-24,65.0,3928.26
D01,IG-1013,2024-07-01,75.0,4646.41
D01,IG-1013,2024-07-08,68.0,4150.719999999999
D01,IG-1013,2024-07-15,77.0,4774.92
D01,IG-1013,2024-07-22,68.0,4171.04
D01,IG-1013,2024-07-29,68.0,3830.32
D01,IG-1013,2024-08-05,62.0,3745.27
D01,IG-1013,2024-08-12,83.0,4714.68
D01,IG-1013,2024-08-19,53.0,2962.59
D01,IG-1013,2024-08-26,69.0,3948.04
D01,IG-1013,2024-09-02,64.0,3837.65
D01,IG-1013,2024-09-09,74.0,4428.93
D01,IG-1013,2024-09-16,65.0,3818.14
D01,IG-1013,2024-09-23,65.0,3851.65
D01,IG-1013,2024-09-30,62.0,3544.13
D01,IG-1013,2024-10-07,79.0,4844.95
D01,IG-1013,2024-10-14,64.0,3853.53
D01,IG-1013,2024-10-21,85.0,5026.3
D01,IG-1013,2024-10-28,66.0,3852.31
D01,IG-1013,2024-11-04,63.0,3705.23
D01,IG-1013,2024-11-11,61.0,3427.87
D01,IG-1013,2024-11-18,68.0,3886.8900000000003
D01,IG-1013,2024-11-25,57.0,3220.2700000000004
D01,IG-1013,2024-12-02,64.0,3618.4
D01,IG-1013,2024-12-09,63.0,3798.63
D01,IG-1013,2024-12-16,66.0,4084.4500000000003
D01,IG-1013,2024-12-23,67.0,3870.43
D01,IG-1013,2024-12-30,68.0,3935.81
D01,IG-1013,2025-01-06,65.0,4027.09
D01,IG-1013,2025-01-13,82.0,4881.59
D01,IG-1013,2025-01-20,70.0,4181.09
D01,IG-1013,2025-01-27,98.0,5640.36
D01,IG-1013,2025-02-03,68.0,3872.7300000000005
D01,IG-1013,2025-02-10,78.0,4449.69
D01,IG-1013,2025-02-17,62.0,3545.07
D01,IG-1013,2025-02-24,86.0,4976.38
D01,IG-1013,2025-03-03,63.0,3700.46
D01,IG-1013,2025-03-10,76.0,4660.2
D01,IG-1013,2025-03-17,69.0,4077.97
D01,IG-1013,2025-03-24,78.0,4476.8
D01,IG-1013,2025-03-31,72.0,4166.45
D01,IG-1013,2025-04-07,67.0,3893.7599999999998
D01,IG-1013,2025-04-14,73.0,4292.47
D01,IG-1013,2025-04-21,97.0,5654.07
D01,IG-1013,2025-04-28,83.0,4899.29
D01,IG-1013,2025-05-05,64.0,3614.66
D01,IG-1013,2025-05-12,93.0,5289.92
D01,IG-1013,2025-05-19,69.0,3889.59
D01,IG-1013,2025-05-26,89.0,5261.629999999999
D01,IG-1013,2025-06-02,87.0,5219.27
D01,IG-1013,2025-06-09,88.0,5241.96
D01,IG-1013,2025-06-16,106.0,6243.17
D01,IG-1013,2025-06-23,71.0,4134.5
D01,IG-1013,2025-06-30,88.0,5130.67
D01,IG-1013,2025-07-07,74.0,4198.12
D01,IG-1013,2025-07-14,55.0,3209.42
D01,IG-1013,2025-07-21,53.0,3239.13
D01,IG-1013,2025-07-28,56.0,3143.15
D01,IG-1013,2025-08-04,61.0,3641.36
D01,IG-1013,2025-08-11,46.0,2771.83
D01,IG-1013,2025-08-18,61.0,3701.8
D01,IG-1013,2025-08-25,45.0,2764.14
D01,IG-1013,2025-09-01,66.0,4002.93
D01,IG-1013,2025-09-08,58.0,3492.91
D01,IG-1013,2025-09-15,70.0,4018.55
D01,IG-1013,2025-09-22,57.0,3550.58
D01,IG-1013,2025-09-29,49.0,2851.63
D01,IG-1013,2025-10-06,44.0,2589.32
D01,IG-1013,2025-10-13,51.0,3004.11
D01,IG-1013,2025-10-20,48.0,2972.7799999999997
D01,IG-1013,2025-10-27,57.0,3315.3
D01,IG-1013,2025-11-03,41.0,2385.1
D01,IG-1013,2025-11-10,63.0,3531.7400000000002
D01,IG-1013,2025-11-17,56.0,3321.24
D01,IG-1013,2025-11-24,44.0,2450.3199999999997
D01,IG-1013,2025-12-01,59.0,3474.51
D01,IG-1013,2025-12-08,40.0,2224.1
D01,IG-1013,2025-12-15,46.0,2662.37
D01,IG-1013,2025-12-22,36.0,2196.51
D01,IG-1013,2025-12-29,58.0,3429.21
D01,IG-1013,2026-01-05,34.0,1982.84
D01,IG-1013,2026-01-12,35.0,2112.11
D01,IG-1013,2026-01-19,39.0,2418.33
D01,IG-1013,2026-01-26,53.0,3114.51
D01,IG-1013,2026-02-02,50.0,2867.7
D01,IG-1013,2026-02-09,44.0,2691.13
D01,IG-1013,2026-02-16,50.0,3078.2
D01,IG-1013,2026-02-23,42.0,2566.2400000000002
D01,IG-1013,2026-03-02,46.0,2749.77
D01,IG-1013,2026-03-09,55.0,3077.67
D01,IG-1013,2026-03-16,42.0,2337.0600000000004
D01,IG-1013,2026-03-23,38.0,2175.32
D01,IG-1013,2026-03-30,46.0,2815.58
D01,IG-1013,2026-04-06,48.0,2963.8
D01,IG-1013,2026-04-13,44.0,2678.3
D01,IG-1013,2026-04-20,50.0,2933.54
D01,IG-1013,2026-04-27,42.0,2409.74
D01,IG-1013,2026-05-04,45.0,2539.0299999999997
D01,IG-1013,2026-05-11,47.0,2663.31
D01,IG-1013,2026-05-18,46.0,2829.36
D01,IG-1013,2026-05-25,57.0,3243.01
D01,IG-1013,2026-06-01,47.0,2802.61
D01,IG-1013,2026-06-08,42.0,2368.59
D01,IG-1013,2026-06-15,48.0,2930.84
D01,IG-1013,2026-06-22,52.0,3115.27
D01,IG-1014,2024-01-01,71.0,2993.65
D01,IG-1014,2024-01-08,97.0,4103.14
D01,IG-1014,2024-01-15,83.0,3705.7
D01,IG-1014,2024-01-22,66.0,2841.3399999999997
D01,IG-1014,2024-01-29,74.0,3229.72
D01,IG-1014,2024-02-05,101.0,4401.8
D01,IG-1014,2024-02-12,90.0,3803.71
D01,IG-1014,2024-02-19,72.0,3106.57
D01,IG-1014,2024-02-26,80.0,3420.14
D01,IG-1014,2024-03-04,82.0,3545.0699999999997
D01,IG-1014,2024-03-11,79.0,3527.4
D01,IG-1014,2024-03-18,67.0,2997.5
D01,IG-1014,2024-03-25,79.0,3551.38
D01,IG-1014,2024-04-01,110.0,4614.96
D01,IG-1014,2024-04-08,85.0,3667.09
D01,IG-1014,2024-04-15,90.0,4060.73
D01,IG-1014,2024-04-22,94.0,4118.43
D01,IG-1014,2024-04-29,130.0,5770.57
D01,IG-1014,2024-05-06,94.0,3959.62
D01,IG-1014,2024-05-13,112.0,4999.9
D01,IG-1014,2024-05-20,87.0,3705.92
D01,IG-1014,2024-05-27,93.0,3937.02
D01,IG-1014,2024-06-03,97.0,4318.74
D01,IG-1014,2024-06-10,86.0,3604.97
D01,IG-1014,2024-06-17,94.0,4122.28
D01,IG-1014,2024-06-24,112.0,4994.72
D01,IG-1014,2024-07-01,87.0,3741.75
D01,IG-1014,2024-07-08,98.0,4043.4500000000003
D01,IG-1014,2024-07-15,109.0,4803.74
D01,IG-1014,2024-07-22,86.0,3766.03
D01,IG-1014,2024-07-29,114.0,4780.76
D01,IG-1014,2024-08-05,98.0,4207.35
D01,IG-1014,2024-08-12,94.0,4112.04
D01,IG-1014,2024-08-19,71.0,3029.56
D01,IG-1014,2024-08-26,90.0,3930.15
D01,IG-1014,2024-09-02,100.0,4614.4
D01,IG-1014,2024-09-09,122.0,5629.139999999999
D01,IG-1014,2024-09-16,102.0,4233.94
D01,IG-1014,2024-09-23,110.0,4928.38
D01,IG-1014,2024-09-30,77.0,3205.8
D01,IG-1014,2024-10-07,90.0,3794.85
D01,IG-1014,2024-10-14,110.0,4759.74
D01,IG-1014,2024-10-21,80.0,3422.58
D01,IG-1014,2024-10-28,105.0,4617.12
D01,IG-1014,2024-11-04,101.0,4632.18
D01,IG-1014,2024-11-11,94.0,4081.58
D01,IG-1014,2024-11-18,86.0,3845.07
D01,IG-1014,2024-11-25,78.0,3331.69
D01,IG-1014,2024-12-02,118.0,5242.18
D01,IG-1014,2024-12-09,100.0,4293.52
D01,IG-1014,2024-12-16,96.0,4002.49
